51.548,17.212,-3.5958
51.047,17.192,-3.5484
51.044,17.192,-3.5482
50.834,17.184,-3.5317
50.608,17.181,-3.509
50.434,17.173,-3.497
50.262,17.166,-3.4857
50.093,17.157,-3.4758
49.925,17.149,-3.4674
49.761,17.141,-3.4579
49.598,17.129,-3.4497
49.434,17.121,-3.4427
49.27,17.118,-3.4307
49.109,17.108,-3.4251
48.952,17.099,-3.42
48.787,17.088,-3.416
48.641,17.079,-3.4119
48.49,17.07,-3.4097
48.334,17.06,-3.4073
48.189,17.047,-3.407
48.042,17.037,-3.4042
47.891,17.032,-3.3981
47.747,17.021,-3.3977
47.603,17.01,-3.3934
47.461,16.997,-3.3912
47.321,16.984,-3.3871
47.184,16.97,-3.3849
47.047,16.957,-3.3817
46.909,16.951,-3.3729
46.778,16.937,-3.3713
46.645,16.924,-3.3671
46.516,16.91,-3.3635
46.389,16.898,-3.36
46.257,16.889,-3.3554
46.133,16.876,-3.3516
46.014,16.859,-3.3495
45.893,16.847,-3.3459
45.771,16.836,-3.3395
45.654,16.822,-3.3357
45.535,16.81,-3.3304
45.422,16.797,-3.3278
45.309,16.781,-3.3247
45.198,16.766,-3.3214
45.094,16.748,-3.3188
44.988,16.73,-3.3152
44.883,16.72,-3.3113
44.78,16.704,-3.3087
44.681,16.688,-3.3057
44.588,16.672,-3.3047
44.491,16.66,-3.302
44.399,16.645,-3.3003
44.315,16.624,-3.2998
44.227,16.609,-3.2998
44.145,16.602,-3.2975
44.062,16.588,-3.2966
43.982,16.576,-3.2978
43.904,16.565,-3.2984
43.828,16.553,-3.3
43.756,16.541,-3.3016
43.694,16.532,-3.3034
43.611,16.513,-3.3059
43.549,16.509,-3.3058
43.483,16.499,-3.3082
43.42,16.49,-3.3099
43.359,16.481,-3.3121
43.297,16.474,-3.3146
43.242,16.466,-3.3172
43.184,16.459,-3.3193
43.13,16.447,-3.3203
43.078,16.442,-3.3228
43.032,16.443,-3.324
42.983,16.437,-3.3272
42.935,16.433,-3.3306
42.888,16.429,-3.3326
42.844,16.427,-3.3348
42.802,16.424,-3.3378
42.765,16.414,-3.3418
42.726,16.411,-3.3452
42.694,16.411,-3.3484
42.658,16.406,-3.3516
42.624,16.402,-3.3553
42.592,16.398,-3.3593
42.566,16.395,-3.3626
42.53,16.388,-3.3674
42.504,16.378,-3.3727
42.477,16.372,-3.3774
42.456,16.37,-3.3827
42.432,16.364,-3.3883
42.409,16.357,-3.3922
42.384,16.349,-3.3972
42.364,16.342,-3.4013
42.343,16.334,-3.4043
42.324,16.326,-3.4103
42.309,16.313,-3.4135
42.292,16.305,-3.4169
42.283,16.301,-3.4205
42.267,16.293,-3.4225
42.253,16.284,-3.4248
42.24,16.274,-3.4257
42.23,16.265,-3.4269
42.22,16.254,-3.4265
42.215,16.238,-3.4294
42.208,16.225,-3.4293
42.207,16.216,-3.4292
42.204,16.2,-3.4279
42.2,16.185,-3.4262
42.197,16.17,-3.4242
42.195,16.153,-3.4225
42.195,16.137,-3.4177
42.197,16.115,-3.4145
42.198,16.098,-3.4098
42.206,16.085,-3.4068
42.209,16.068,-3.4021
42.212,16.051,-3.3949
42.216,16.035,-3.388
42.222,16.02,-3.3803
42.226,16.004,-3.3725
42.231,15.991,-3.3632
42.239,15.973,-3.3537
42.247,15.96,-3.3447
42.265,15.952,-3.334
42.273,15.945,-3.3276
42.284,15.934,-3.3182
42.291,15.927,-3.313
42.304,15.918,-3.3039
42.314,15.91,-3.2965
42.326,15.897,-3.291
42.337,15.89,-3.2857
42.356,15.888,-3.2796
42.367,15.881,-3.2731
42.379,15.875,-3.2669
42.39,15.869,-3.2601
42.403,15.862,-3.2554
42.415,15.857,-3.2504
42.428,15.847,-3.2457
42.441,15.843,-3.2412
42.461,15.843,-3.2368
42.477,15.841,-3.2325
42.49,15.839,-3.2287
42.505,15.838,-3.2248
42.52,15.837,-3.2208
42.537,15.838,-3.2175
42.553,15.839,-3.2133
42.57,15.833,-3.2107
42.589,15.834,-3.2072
42.615,15.839,-3.2036
42.635,15.841,-3.2025
42.654,15.844,-3.2008
42.677,15.847,-3.1991
42.698,15.85,-3.1977
42.722,15.853,-3.1969
42.745,15.852,-3.1953
42.77,15.854,-3.1961
42.803,15.862,-3.197
42.83,15.865,-3.199
42.857,15.867,-3.2005
42.886,15.87,-3.203
42.915,15.873,-3.2062
42.946,15.876,-3.2098
42.977,15.879,-3.2132
43.011,15.879,-3.2207
43.052,15.885,-3.226
43.086,15.887,-3.2322
43.122,15.89,-3.2395
43.158,15.892,-3.246
43.195,15.894,-3.2532
43.234,15.898,-3.2598
43.271,15.901,-3.2659
43.312,15.9,-3.2744
43.353,15.904,-3.2809
43.402,15.912,-3.2891
43.447,15.916,-3.2971
43.491,15.919,-3.3042
43.539,15.923,-3.3143
43.588,15.926,-3.3227
43.64,15.931,-3.3313
43.692,15.93,-3.3411
43.746,15.935,-3.353
43.812,15.942,-3.3667
43.872,15.945,-3.3815
43.935,15.946,-3.3966
43.992,15.947,-3.41
44.076,15.945,-3.4297
44.146,15.942,-3.4472
44.218,15.934,-3.4666
44.291,15.928,-3.4839
44.368,15.919,-3.5024
44.452,15.914,-3.5231
44.532,15.903,-3.5407
44.614,15.892,-3.5581
44.7,15.878,-3.5763
44.786,15.866,-3.5937
44.876,15.85,-3.6126
44.965,15.829,-3.6317
45.058,15.812,-3.6498
45.157,15.795,-3.6683
45.254,15.775,-3.6873
45.354,15.754,-3.7062
45.457,15.732,-3.7253
45.559,15.708,-3.743
45.666,15.683,-3.7611
45.774,15.651,-3.7797
45.882,15.624,-3.7965
45.994,15.595,-3.8149
46.117,15.565,-3.8307
46.227,15.536,-3.8467
46.346,15.501,-3.8629
46.465,15.465,-3.8777
46.588,15.427,-3.8918
46.708,15.383,-3.9052
46.833,15.342,-3.9202
46.968,15.302,-3.9338
47.097,15.258,-3.9467
47.228,15.216,-3.96
47.363,15.169,-3.9711
47.497,15.121,-3.982
47.634,15.075,-3.9914
47.775,15.028,-4.0015
47.913,14.975,-4.0134
48.055,14.926,-4.0217
48.201,14.877,-4.0297
48.35,14.831,-4.038
48.498,14.781,-4.0461
48.648,14.732,-4.0537
48.8,14.683,-4.0596
48.953,14.634,-4.0653
49.107,14.586,-4.0725
49.257,14.533,-4.0776
49.414,14.487,-4.0818
49.574,14.442,-4.0838
49.732,14.399,-4.0869
49.892,14.357,-4.0901
50.053,14.318,-4.0924
50.213,14.28,-4.0945
50.377,14.243,-4.0944
50.534,14.204,-4.0958
50.699,14.172,-4.0954
50.866,14.142,-4.0947
51.031,14.112,-4.0951
51.197,14.084,-4.0947
51.366,14.058,-4.0952
51.532,14.031,-4.0962
51.701,14.003,-4.0969
51.869,13.979,-4.1003
52.033,13.945,-4.1014
52.204,13.92,-4.1039
52.374,13.896,-4.1085
52.544,13.869,-4.1097
52.717,13.84,-4.115
52.887,13.813,-4.1197
53.06,13.784,-4.1228
53.23,13.756,-4.1296
53.397,13.722,-4.1364
53.57,13.694,-4.1444
53.746,13.665,-4.1512
53.918,13.637,-4.1593
54.071,13.611,-4.1679
54.289,13.573,-4.1804
54.465,13.543,-4.1909
54.644,13.514,-4.2028
54.813,13.479,-4.2141
54.989,13.449,-4.2266
55.167,13.419,-4.2409
55.345,13.389,-4.256
55.522,13.358,-4.2712
55.7,13.326,-4.2881
55.879,13.294,-4.3045
56.058,13.261,-4.3216
56.238,13.229,-4.3393
56.416,13.191,-4.356
56.596,13.157,-4.3741
56.772,13.126,-4.3918
56.954,13.091,-4.4084
57.139,13.053,-4.4264
57.321,13.018,-4.4429
57.509,12.979,-4.4596
57.694,12.942,-4.4761
57.88,12.901,-4.4941
58.071,12.864,-4.5098
58.256,12.828,-4.5234
58.444,12.791,-4.5378
58.614,12.758,-4.5509
58.858,12.712,-4.5667
59.054,12.674,-4.5794
59.25,12.637,-4.5903
59.447,12.595,-4.6033
59.647,12.559,-4.6139
59.847,12.523,-4.6238
60.039,12.491,-4.6328
60.242,12.455,-4.6413
60.447,12.42,-4.6501
60.65,12.386,-4.6584
60.854,12.351,-4.6679
61.062,12.319,-4.6766
61.268,12.281,-4.6883
61.475,12.249,-4.6979
61.679,12.22,-4.7076
61.886,12.19,-4.717
62.097,12.161,-4.7257
62.308,12.134,-4.7351
62.519,12.105,-4.7439
62.733,12.08,-4.7539
62.943,12.051,-4.7646
63.156,12.027,-4.7733
63.362,12.005,-4.7839
63.574,11.984,-4.7926
63.785,11.961,-4.8023
